"국가별","시점",국내총생산(GDP)(당해년 가격) (10억US$),1인당 GDP(당해년 가격) (달러),GDP 성장률 (%),수출 (100만달러),수입 (100만달러),장래인구 (1000명),실업률 (%),소비자물가지수 (2010=100),조강생산량 (1000M/T),인터넷 이용률 (%)
"콜롬비아","2003",94.6,2281,3.9,13129,13882,41484,13.2,71.6,668,7.4
"콜롬비아","2004",117.1,2783,5.3,16788,16764,42076,12.7,75.8,730,9.1
"콜롬비아","2005",145.6,3414,4.8,21146,21204,42648,11.1,79.7,842,11.0
"콜롬비아","2006",161.6,3741,6.7,24512,26163,43201,11.3,83.1,1211,15.3
"콜롬비아","2007",206.2,4714,6.7,30279,32897,43738,10.3,87.7,1245,21.8
"콜롬비아","2008",242.2,5473,3.3,36787,39666,44255,10.5,93.8,1053,25.6
"콜롬비아","2009",232.4,5193,1.1,32846,32891,44750,11.3,97.8,1052,30.0
"콜롬비아","2010",286.6,6337,4.5,39713,40486,45223,11.0,100.0,1208,36.5
"콜롬비아","2011",334.9,7335,6.9,56915,54233,45663,10.1,103.4,1287,40.4
"콜롬비아","2012",370.9,8050,3.9,60125,59048,46076,9.7,106.7,1302,49.0
"콜롬비아","2013",382.1,8218,5.1,58826,59381,46495,9.1,108.8,1236,51.7
"콜롬비아","2014",381.1,8114,4.5,54857,64029,46968,8.6,112.0,1208,52.6
"콜롬비아","2015",293.5,6176,3.0,36018,54058,47521,8.3,117.6,1211,55.9
"콜롬비아","2016",282.8,5871,2.1,31768,44890,48175,8.7,126.4,1272,58.1
"콜롬비아","2017",311.9,6377,1.4,38022,46071,48910,8.9,131.9,1253,62.3
"콜롬비아","2018",334.2,6730,2.6,41905,51230,49661,9.1,136.2,1219,64.1
"콜롬비아","2019",323.4,6425,3.3,39489,52703,50339,10.0,141.0,1333,65.0
"콜롬비아","2020",271.3,5333,-6.8,31056,43489,50883,15.0,144.5,-,-
"콜롬비아","2021",-,-,-,-,-,51266,-,-,-,-
"코스타리카","1990",5.7,1831,3.6,1458,2026,3119,4.5,8.6,-,-
"코스타리카","1991",7.2,2247,2.3,1623,1873,3202,5.4,11.0,-,-
"코스타리카","1992",8.6,2606,9.2,1841,2441,3287,3.9,13.4,-,-
"코스타리카","1993",9.6,2842,7.1,1995,2886,3372,4.0,14.7,-,-
"코스타리카","1994",10.5,3032,4.5,2234,3020,3459,4.1,16.7,-,-
"코스타리카","1995",11.6,3266,4.2,2702,3253,3546,5.2,20.6,-,-
"코스타리카","1996",11.7,3215,1.4,2983,3462,3632,6.2,24.2,-,-
"코스타리카","1997",12.6,3392,5.5,3509,4252,3719,5.7,27.4,-,-
"코스타리카","1998",13.7,3597,7.2,5526,6239,3804,5.3,30.6,-,-
"코스타리카","1999",14.3,3669,4.2,6662,6355,3885,5.9,33.7,-,-
"코스타리카","2000",15.0,3789,3.9,5932,6339,3962,5.1,37.4,-,5.8
"코스타리카","2001",16.0,3960,3.5,5060,6571,4034,5.9,41.6,-,9.6
"코스타리카","2002",16.6,4043,3.4,5289,7315,4101,6.3,45.4,-,19.9
"코스타리카","2003",17.3,4148,4.3,6164,7906,4164,6.6,49.7,-,20.3
"코스타리카","2004",18.6,4405,4.4,6441,8293,4225,6.4,55.8,-,20.8
"코스타리카","2005",20.0,4676,4.0,7151,9641,4286,6.6,63.5,-,22.1
"코스타리카","2006",22.7,5227,7.3,8453,12741,4345,5.7,70.8,-,25.1
"코스타리카","2007",26.9,6104,8.2,9569,14096,4405,4.5,77.4,-,28.4
"코스타리카","2008",30.8,6901,4.7,9606,15289,4463,4.8,87.8,-,32.3
"코스타리카","2009",30.7,6801,-0.9,8837,11554,4521,7.7,94.6,-,34.3
"코스타리카","2010",37.7,8227,5.4,9045,13921,4577,7.2,100.0,-,36.5
"코스타리카","2011",42.8,9230,4.4,10224,18265,4633,10.1,104.9,-,39.2
"코스타리카","2012",47.2,10075,4.9,11267,18316,4688,9.8,109.6,-,47.5
"코스타리카","2013",50.9,10744,2.5,11480,18128,4742,8.8,115.3,-,46.0
"코스타리카","2014",52.0,10847,3.5,11250,17558,4795,9.1,120.5,-,53.0
"코스타리카","2015",56.4,11643,3.7,9422,16274,4848,9.0,121.5,-,59.8
"코스타리카","2016",58.8,12011,4.2,10500,16143,4899,8.6,121.5,-,65.9
"코스타리카","2017",60.5,12226,4.2,10913,16796,4950,8.1,123.5,-,71.6
"코스타리카","2018",62.3,12469,2.1,11521,18247,4999,9.6,126.2,-,73.5
"코스타리카","2019",64.0,12670,2.2,11864,17573,5048,11.5,128.8,-,81.2
"코스타리카","2020",61.5,12077,-4.5,12443,15237,5094,17.4,129.8,-,80.5
"코스타리카","2021",-,-,-,-,-,5139,-,-,-,-
"유럽","1990",,,,,,,,,,
"유럽","1991",,,,,,,,,,
"유럽","1992",,,,,,,,,,
"유럽","1993",,,,,,,,,,
"유럽","1994",,,,,,,,,,
"유럽","1995",,,,,,,,,,
"유럽","1996",,,,,,,,,,
"유럽","1997",,,,,,,,,,
"유럽","1998",,,,,,,,,,
"유럽","1999",,,,,,,,,,
"유럽","2000",,,,,,,,,,
"유럽","2001",,,,,,,,,,
"유럽","2002",,,,,,,,,,
"유럽","2003",,,,,,,,,,
"유럽","2004",,,,,,,,,,
"유럽","2005",,,,,,,,,,
"유럽","2006",,,,,,,,,,
"유럽","2007",,,,,,,,,,
"유럽","2008",,,,,,,,,,
"유럽","2009",,,,,,,,,,
"유럽","2010",,,,,,,,,,
"유럽","2011",,,,,,,,,,
"유럽","2012",,,,,,,,,,
"유럽","2013",,,,,,,,,,
"유럽","2014",,,,,,,,,,
"유럽","2015",,,,,,,,,,
"유럽","2016",,,,,,,,,,
"유럽","2017",,,,,,,,,,
"유럽","2018",,,,,,,,,,
"유럽","2019",,,,,,,,,,
"유럽","2020",,,,,,,,,,
"유럽","2021",,,,,,,,,,
"오스트리아","1990",166.5,21681,4.3,41265,49146,7724,3.3,65.7,-,-
"오스트리아","1991",173.8,22411,3.4,41111,50815,7773,3.4,67.9,-,-
"오스트리아","1992",195.1,24880,2.1,44411,54112,7831,3.6,70.6,-,-
"오스트리아","1993",190.4,24082,0.5,40174,48578,7892,4.3,73.2,-,-
"오스트리아","1994",203.5,25647,2.4,45215,55343,7947,3.5,75.4,-,-
"오스트리아","1995",241.0,30326,2.7,57642,66386,7990,4.4,77.1,4990,-
"오스트리아","1996",237.3,29809,2.3,57818,67331,8018,5.3,78.5,4442,-
"오스트리아","1997",212.8,26705,2.1,58590,64776,8033,5.2,79.5,5181,-
"오스트리아","1998",218.3,27362,3.6,62742,68183,8041,5.5,80.3,5282,-
"오스트리아","1999",217.2,27174,3.6,64126,69558,8051,4.7,80.7,5202,-
"오스트리아","2000",196.8,24564,3.4,67479,72143,8069,4.7,82.6,5707,33.7
"오스트리아","2001",197.3,24538,1.3,70782,74689,8098,4.0,84.8,5869,39.2
"오스트리아","2002",213.4,26402,1.7,78716,78308,8134,4.9,86.3,6189,36.6
"오스트리아","2003",261.7,32223,0.9,97255,99615,8176,4.8,87.5,6261,42.7
"오스트리아","2004",300.9,36822,2.7,118359,119961,8217,5.8,89.3,6530,54.3
"오스트리아","2005",316.0,38403,2.2,125007,127145,8254,5.6,91.4,7031,58.0
"오스트리아","2006",336.0,40635,3.5,136933,137388,8285,5.2,92.7,7129,63.6
"오스트리아","2007",388.7,46856,3.7,163839,163281,8314,4.9,94.7,7578,69.4
"오스트리아","2008",430.3,51709,1.5,181576,184335,8342,4.1,97.7,7594,72.9
"오스트리아","2009",400.2,47963,-3.8,137050,143075,8373,5.3,98.2,5662,73.5
"오스트리아","2010",391.9,46858,1.8,152443,158928,8410,4.8,100.0,7206,75.2
"오스트리아","2011",431.1,51375,2.9,177490,191446,8454,4.6,103.3,7474,78.7
"오스트리아","2012",409.4,48568,0.7,166757,178658,8502,4.9,105.9,7421,80.0
"오스트리아","2013",430.1,50717,0.0,175118,183243,8556,5.3,108.0,7953,80.6
"오스트리아","2014",442.0,51717,0.7,178238,182092,8615,5.6,109.7,7876,81.0
"오스트리아","2015",381.8,44178,1.0,152759,156078,8679,5.7,110.7,7687,83.9
"오스트리아","2016",395.6,45277,2.0,152054,157657,8747,6.0,111.7,7438,84.3
"오스트리아","2017",416.2,47309,2.4,168059,175789,8820,5.5,114.0,8135,87.9
"오스트리아","2018",454.9,51453,2.6,184778,193682,8891,4.9,116.3,6885,87.5
"오스트리아","2019",445.1,50122,1.4,178660,184747,8955,4.5,118.1,7424,87.8
"오스트리아","2020",429.0,48105,-6.6,168920,171944,9006,5.4,119.7,-,87.5
"오스트리아","2021",-,-,-,-,-,9043,-,-,-,-
"벨기에","1990",205.3,20600,3.1,-,-,10007,7.3,66.4,-,-
"벨기에","1991",210.5,21042,1.8,-,-,10039,7.0,68.6,-,-
"벨기에","1992",234.8,23373,1.5,-,-,10078,6.7,70.2,-,-
"벨기에","1993",224.7,22284,-1.0,125876,114398,10119,8.1,72.2,-,-
"벨기에","1994",244.9,24209,3.2,143658,130066,10156,9.7,73.9,-,-
"벨기에","1995",288.0,28414,2.4,175849,159683,10186,9.3,75.0,11606,-
"벨기에","1996",279.2,27490,1.3,175356,163604,10208,9.5,76.5,10818,-
"벨기에","1997",252.7,24821,3.8,171881,157260,10224,9.0,77.8,10739,-
"벨기에","1998",258.5,25338,2.0,179078,164669,10237,9.3,78.5,11425,-
"벨기에","1999",258.2,25244,3.5,178979,164612,10255,8.7,79.4,10931,-
"벨기에","2000",236.2,23042,3.7,187887,177005,10282,6.6,81.4,11636,29.4
"벨기에","2001",236.5,22995,1.1,190352,178718,10319,6.2,83.4,10762,31.3
"벨기에","2002",257.2,24888,1.7,215971,198223,10365,6.9,84.8,11343,46.3
"벨기에","2003",317.4,30588,1.0,255631,234962,10419,7.7,86.2,11114,50.0
"벨기에","2004",368.5,35364,3.6,306807,285611,10480,7.4,88.0,11698,53.9
"벨기에","2005",385.6,36796,2.3,334278,318589,10547,8.4,90.4,10420,55.8
"벨기에","2006",407.9,38673,2.6,366760,351571,10619,8.3,92.0,11631,59.7
"벨기에","2007",470.3,44263,3.7,431120,412012,10698,7.5,93.7,10692,64.4
"벨기에","2008",515.2,48107,0.4,473350,467382,10779,7.0,97.9,10673,66.0
"벨기에","2009",481.3,44584,-2.0,371147,354782,10860,7.9,97.9,5635,70.0
"벨기에","2010",481.0,44142,2.9,407705,391275,10939,8.3,100.0,7973,75.0
"벨기에","2011",522.6,47349,1.7,475775,466916,11014,7.1,103.5,8026,81.6
"벨기에","2012",496.2,44673,0.7,446337,439536,11085,7.5,106.5,7301,80.7
"벨기에","2013",521.6,46745,0.5,468624,451580,11154,8.4,107.7,7093,82.2
"벨기에","2014",534.7,47701,1.6,472198,453706,11221,8.5,108.0,7331,85.0
"벨기에","2015",462.1,40992,2.0,396773,375541,11288,8.5,108.6,7257,85.1
"벨기에","2016",475.7,41984,1.3,398391,379428,11354,7.8,110.8,7687,86.5
"벨기에","2017",501.5,44089,1.6,429640,409210,11420,7.1,113.1,7842,87.7
"벨기에","2018",543.4,47555,1.8,468638,454968,11482,6.0,115.5,7980,88.6
"벨기에","2019",533.3,46414,1.8,446901,427845,11539,5.4,117.1,7760,90.3
"벨기에","2020",515.3,44594,-6.3,419910,396125,11590,5.6,118.0,-,91.5
"벨기에","2021",-,-,-,-,-,11632,-,-,-,-
"체코","1990",40.7,3942,-,-,-,10341,0.7,-,-,-
"체코","1991",29.9,2897,-11.6,-,-,10346,2.3,34.9,-,-
"체코","1992",34.8,3373,-0.5,-,-,10353,2.6,38.8,-,-
"체코","1993",40.9,3956,0.1,12807,-,10359,4.3,46.8,-,-
"체코","1994",47.9,4631,2.9,14394,-,10361,4.3,51.5,-,-
"체코","1995",60.1,5824,6.5,21685,-,10358,4.0,56.2,7184,-
"체코","1996",67.4,6533,4.3,22425,-,10350,3.9,61.1,6509,-
"체코","1997",62.2,6034,-0.5,22701,-,10338,4.3,66.3,6750,-
"체코","1998",66.8,6490,-0.4,26418,-,10323,5.9,73.4,6498,-
"체코","1999",65.2,6337,1.4,26241,-,10306,8.5,75.0,5616,-
"체코","2000",61.8,6029,4.0,28996,-,10289,8.8,77.8,6216,9.8
"체코","2001",67.8,6637,3.0,33399,-,10271,8.0,81.4,6316,14.7
"체코","2002",82.2,8061,1.6,38488,-,10252,7.0,83.0,6512,23.9
"체코","2003",100.1,9819,3.6,48709,-,10239,7.5,83.1,6783,34.3
"체코","2004",119.8,11750,4.8,67194,-,10239,8.2,85.4,7033,35.5
"체코","2005",137.1,13431,6.6,77985,76340,10258,7.9,87.0,6189,35.3
"체코","2006",156.3,15262,6.8,95143,93430,10299,7.2,89.2,6862,47.9
"체코","2007",190.2,18467,5.6,122760,118467,10358,5.3,91.7,7059,51.9
"체코","2008",236.8,22805,2.7,146406,142172,10425,4.4,97.6,6387,63.0
"체코","2009",207.4,19862,-4.7,113176,105256,10488,6.7,98.5,4594,64.4
"체코","2010",209.1,19960,2.4,133020,126600,10537,7.3,100.0,5180,68.8
"체코","2011",229.6,21871,1.8,162897,152122,10567,6.7,101.9,5583,70.5
"체코","2012",208.9,19871,-0.8,157167,141515,10581,7.0,105.3,5072,73.4
"체코","2013",211.7,20133,-0.0,162302,144320,10587,7.0,106.8,5171,74.1
"체코","2014",209.4,19891,2.3,175017,154233,10591,6.1,107.1,5360,74.2
"체코","2015",188.0,17830,5.4,157881,141367,10601,5.1,107.5,5262,75.7
"체코","2016",196.3,18575,2.5,162716,143041,10619,4.0,108.2,5305,76.5
"체코","2017",218.6,20636,5.2,182236,163374,10641,2.9,110.9,4550,78.7
"체코","2018",249.0,23420,3.2,202751,185102,10666,2.2,113.3,4864,80.7
"체코","2019",250.7,23490,2.3,199676,179569,10689,2.0,116.5,4437,80.9
"체코","2020",243.5,22762,-5.6,192574,171073,10709,2.6,120.2,-,81.3
"체코","2021",-,-,-,-,-,10725,-,-,-,-
"덴마크","1990",138.2,26891,1.5,37037,33248,5141,8.3,66.1,-,-
"덴마크","1991",139.2,27011,1.4,37886,34057,5155,9.1,67.7,-,-
"덴마크","1992",152.9,29570,2.0,41676,35521,5172,9.0,69.1,-,-
"덴마크","1993",143.2,27598,0.0,38207,31331,5191,10.7,70.0,-,-
"덴마크","1994",156.2,29996,5.3,43120,36589,5211,8.0,71.4,-,-
"덴마크","1995",185.0,35351,3.0,51478,45728,5233,7.0,72.9,654,-
"덴마크","1996",187.6,35651,2.9,51480,45004,5255,6.8,74.4,739,-
"덴마크","1997",173.5,32836,3.3,49119,44406,5278,5.4,76.0,786,-
"덴마크","1998",177.0,33368,2.2,48839,46330,5300,5.0,77.4,790,-
"덴마크","1999",178.0,33441,2.9,50399,44519,5322,5.1,79.4,729,-
"덴마크","2000",164.2,30744,3.7,50380,44356,5341,4.5,81.7,801,39.2
"덴마크","2001",164.8,30752,0.8,51068,44124,5358,4.2,83.6,751,43.0
"덴마크","2002",178.6,33229,0.5,56304,48886,5373,4.3,85.6,392,64.3
"덴마크","2003",218.1,40459,0.4,65267,56216,5387,5.4,87.4,-,76.3
"덴마크","2004",251.4,46512,2.7,75620,66886,5403,5.2,88.4,-,80.9
"덴마크","2005",264.5,48800,2.3,82278,72710,5422,4.8,90.0,-,82.7
"덴마크","2006",282.9,52027,3.9,90903,84161,5444,3.9,91.7,-,86.7
"덴마크","2007",319.4,58487,0.9,101942,97344,5470,3.8,93.3,-,85.0
"덴마크","2008",353.4,64322,-0.5,116331,109013,5498,3.7,96.5,-,85.0
"덴마크","2009",321.2,58163,-4.9,92115,80107,5526,6.4,97.7,-,86.8
"덴마크","2010",322.0,58041,1.9,96220,82720,5555,7.8,100.0,-,88.7
"덴마크","2011",344.0,61754,1.3,112706,96004,5583,7.8,102.8,-,89.8
"덴마크","2012",327.1,58508,0.2,106102,91325,5611,7.8,105.2,-,92.3
"덴마크","2013",343.6,61191,0.9,110470,97257,5638,7.4,106.1,-,94.6
"덴마크","2014",353.0,62549,1.6,110739,99032,5664,6.9,106.7,-,96.0
"덴마크","2015",302.7,53255,2.3,94567,85211,5689,6.3,107.1,-,96.3
"덴마크","2016",313.1,54664,3.2,94731,84430,5711,6.0,107.4,-,97.0
"덴마크","2017",332.1,57610,2.8,101573,92251,5732,5.8,108.6,-,97.1
"덴마크","2018",356.9,61599,2.2,108524,101666,5752,5.1,109.5,-,97.3
"덴마크","2019",350.1,60213,2.8,109989,97209,5772,5.0,110.3,-,98.0
"덴마크","2020",355.2,60909,-2.7,107227,96800,5792,5.6,110.8,-,96.5
"덴마크","2021",-,-,-,-,-,5813,-,-,-,-
"에스토니아","1990",-,-,-,-,-,1565,0.6,-,-,-
"에스토니아","1991",-,-,-,-,-,1548,1.5,-,-,-
"에스토니아","1992",-,-,-,-,-,1521,3.7,11.6,-,-
"에스토니아","1993",-,-,-,-,-,1488,6.5,22.1,-,-
"에스토니아","1994",-,-,-,1295,1646,1457,7.6,32.6,-,-
"에스토니아","1995",4.5,3131,-,1839,2545,1433,9.7,42.0,-,-
"에스토니아","1996",4.8,3377,4.9,2076,3223,1418,9.9,51.7,-,-
"에스토니아","1997",5.1,3678,13.0,2924,4429,1410,10.4,57.2,-,-
"에스토니아","1998",5.7,4088,4.3,3199,4725,1406,9.5,61.8,2,-
"에스토니아","1999",5.8,4145,-0.4,2408,3428,1404,11.6,63.9,1,-
"에스토니아","2000",5.7,4076,10.1,3166,4234,1399,13.4,66.5,-,28.6
"에스토니아","2001",6.3,4509,6.0,3314,4300,1392,13.1,70.3,1,31.5
"에스토니아","2002",7.4,5345,6.8,3448,4811,1383,10.0,72.8,1,41.5
"에스토니아","2003",9.9,7206,7.6,4539,6481,1373,11.3,73.8,-,45.3
"에스토니아","2004",12.1,8913,6.8,5934,8334,1364,10.3,76.0,-,53.2
"에스토니아","2005",14.1,10406,9.5,7698,10213,1356,8.0,79.1,-,61.5
"에스토니아","2006",17.0,12632,9.7,9705,13472,1349,5.9,82.6,-,63.5
"에스토니아","2007",22.4,16742,7.6,11018,15686,1344,4.6,88.1,-,66.2
"에스토니아","2008",24.4,18227,-5.1,12472,16059,1340,5.5,97.2,-,70.6
"에스토니아","2009",19.7,14795,-14.4,9065,10149,1336,13.6,97.1,-,72.5
"에스토니아","2010",19.7,14784,2.7,11598,12286,1332,16.7,100.0,-,74.1
"에스토니아","2011",23.4,17624,7.4,16728,17478,1328,12.3,105.0,-,76.5
"에스토니아","2012",23.2,17534,3.1,16087,18092,1323,10.0,109.1,-,78.4
"에스토니아","2013",25.3,19174,1.3,16316,18459,1319,8.6,112.1,-,80.0
"에스토니아","2014",26.8,20367,3.0,16043,18296,1316,7.4,112.0,-,84.2
"에스토니아","2015",23.0,17522,1.8,12836,14521,1315,6.2,111.5,-,88.4
"에스토니아","2016",24.3,18437,3.2,13171,14959,1317,6.8,111.6,-,87.2
"에스토니아","2017",26.9,20408,5.5,14558,16674,1319,5.8,115.5,-,88.1
"에스토니아","2018",30.6,23159,4.4,17017,19140,1323,5.4,119.4,-,89.4
"에스토니아","2019",31.5,23718,5.0,16112,18022,1326,4.5,122.1,-,90.2
"에스토니아","2020",31.0,23312,-2.9,16375,17335,1327,6.8,121.6,-,89.1
"에스토니아","2021",-,-,-,-,-,1325,-,-,-,-
"핀란드","1990",141.4,28365,0.7,26571,27001,4996,3.1,71.6,-,-
"핀란드","1991",127.8,25485,-5.9,23080,21809,5019,6.5,74.6,-,-
"핀란드","1992",112.5,22319,-3.3,23981,21208,5045,11.6,76.8,-,-
"핀란드","1993",89.2,17609,-0.7,23446,18032,5072,16.2,78.5,-,-
"핀란드","1994",103.3,20301,4.0,29658,23214,5097,16.4,79.4,-,-
"핀란드","1995",134.2,26272,4.2,39573,28114,5119,17.0,80.0,3176,-
"핀란드","1996",132.1,25783,3.7,38435,29264,5137,15.6,80.5,3301,-
"핀란드","1997",126.9,24692,6.3,39316,29784,5152,15.0,81.4,3734,-
"핀란드","1998",134.0,26009,5.5,42104,31364,5164,13.2,82.6,3952,-
"핀란드","1999",135.2,26177,4.4,41842,31618,5176,11.7,83.5,3956,-
"핀란드","2000",125.7,24285,5.8,45482,33900,5188,11.1,86.1,4096,37.2
"핀란드","2001",129.4,24946,2.6,42831,32156,5200,10.3,88.3,3938,43.1
"핀란드","2002",139.7,26870,1.7,44702,33661,5213,10.4,89.7,4003,62.4
"핀란드","2003",171.3,32855,2.0,52516,41602,5227,10.5,90.5,4766,69.2
"핀란드","2004",197.1,37703,4.0,60920,50679,5242,10.4,90.6,4832,72.4
"핀란드","2005",204.8,39040,2.8,65193,58435,5259,8.4,91.2,4739,74.5
"핀란드","2006",216.9,41188,4.0,77289,69449,5277,7.7,92.6,5054,79.7
"핀란드","2007",256.1,48415,5.3,90092,81756,5298,6.9,95.0,4431,80.8
"핀란드","2008",284.6,53554,0.8,96839,92108,5319,6.4,98.8,4417,83.7
"핀란드","2009",252.5,47294,-8.1,62892,60887,5342,8.3,98.8,3066,82.5
"핀란드","2010",249.2,46460,3.2,69489,68769,5366,8.4,100.0,4029,86.9
"핀란드","2011",275.2,51082,2.5,79144,84252,5390,7.8,103.4,3989,88.7
"핀란드","2012",258.3,47711,-1.4,73116,76560,5415,7.7,106.3,3759,89.9
"핀란드","2013",271.3,49878,-0.9,74445,77589,5439,8.2,107.9,3517,91.5
"핀란드","2014",274.5,50260,-0.4,74335,76767,5461,8.7,109.0,3807,86.5
"핀란드","2015",234.4,42785,0.5,59740,60437,5481,9.4,108.8,3988,86.4
"핀란드","2016",240.6,43784,2.8,57419,60848,5498,8.8,109.2,4101,87.7
"핀란드","2017",255.0,46297,3.2,67478,70596,5511,8.6,110.0,4003,87.5
"핀란드","2018",275.8,50013,1.3,75215,78635,5523,7.4,111.2,4146,88.9
"핀란드","2019",269.0,48712,1.3,72839,73718,5532,6.7,112.3,3473,89.6
"핀란드","2020",271.2,49041,-2.8,65668,68085,5541,7.8,112.7,-,92.2
"핀란드","2021",-,-,-,-,-,5548,-,-,-,-
"프랑스","1990",1269.2,21794,2.9,216588,234436,56667,9.4,71.2,-,-
"프랑스","1991",1269.3,21675,1.0,217100,231784,56914,9.1,73.5,-,-
"프랑스","1992",1401.5,23814,1.6,235871,239638,57147,10.2,75.2,-,-
"프랑스","1993",1322.8,22380,-0.6,209349,201838,57370,11.3,76.8,-,-
"프랑스","1994",1394.0,23497,2.4,235905,230188,57587,12.6,78.1,-,-
"프랑스","1995",1601.1,26890,2.1,286738,275275,57802,11.8,79.5,18100,-
"프랑스","1996",1605.7,26872,1.4,287667,277673,58012,12.4,81.0,17633,-
"프랑스","1997",1452.9,24229,2.3,289736,269642,58221,12.6,82.0,19767,-
"프랑스","1998",1503.1,24974,3.6,305641,288389,58444,12.1,82.6,20126,-
"프랑스","1999",1492.6,24673,3.4,299666,294187,58704,12.0,83.0,20200,-
"프랑스","2000",1362.2,22364,3.9,298737,311022,59015,10.2,84.4,20954,14.3
"프랑스","2001",1376.5,22434,2.0,299339,307640,59384,8.6,85.8,19343,26.3
"프랑스","2002",1494.3,24177,1.1,312585,317448,59803,8.7,87.4,20258,30.2
"프랑스","2003",1840.5,29568,0.8,368888,377051,60252,8.3,89.3,19758,36.1
"프랑스","2004",2115.7,33741,2.8,418369,443662,60698,8.9,91.2,20770,39.2
"프랑스","2005",2196.1,34760,1.7,441919,488868,61120,8.5,92.8,19481,42.9
"프랑스","2006",2318.6,36444,2.4,491289,547224,61509,8.5,94.3,19852,46.9
"프랑스","2007",2657.2,41508,2.4,553420,633577,61869,7.7,95.7,19250,66.1
"프랑스","2008",2918.4,45334,0.3,611190,717300,62209,7.1,98.4,17879,70.7
"프랑스","2009",2690.2,41575,-2.9,476811,560652,62543,8.7,98.5,12840,71.6
"프랑스","2010",2642.6,40638,1.9,514453,606624,62880,8.9,100.0,15414,77.3
"프랑스","2011",2861.4,43791,2.2,585584,713863,63222,8.8,102.1,15780,77.8
"프랑스","2012",2683.8,40875,0.3,559330,668453,63564,9.4,104.1,15609,81.4
"프랑스","2013",2811.1,42593,0.6,570929,676639,63894,9.9,105.0,15685,81.9
"프랑스","2014",2852.2,43011,1.0,571322,670282,64194,10.3,105.5,16143,83.8
"프랑스","2015",2438.2,36638,1.1,496183,563561,64453,10.4,105.6,14984,78.0
"프랑스","2016",2471.3,37037,1.1,488931,559214,64668,10.1,105.8,14413,79.3
"프랑스","2017",2588.7,38685,2.3,525890,612136,64843,9.4,106.9,15505,80.5
"프랑스","2018",2786.5,41526,1.8,570735,667876,64991,9.0,108.8,15387,82.0
"프랑스","2019",2715.5,40380,1.5,559150,647361,65130,8.4,110.0,14450,83.3
"프랑스","2020",2603.0,38625,-8.1,478333,572028,65274,8.0,110.6,-,-
"프랑스","2021",-,-,-,-,-,65426,-,-,-,-
"독일","1990",1771.7,22304,5.3,410104,346153,79054,4.9,67.5,-,-
"독일","1991",1868.9,23358,5.1,402843,389908,79491,5.3,70.2,-,-
"독일","1992",2131.6,26438,1.9,422271,402441,79963,6.3,73.8,-,-
"독일","1993",2071.3,25523,-1.0,382472,346027,80429,7.7,77.1,-,-
"독일","1994",2205.1,27077,2.4,429722,385351,80833,8.7,79.1,-,-
"독일","1995",2585.8,31658,1.5,523802,464271,81139,8.2,80.5,42051,-
"독일","1996",2497.2,30486,0.8,524198,458783,81324,8.8,81.6,39793,-
"독일","1997",2212.0,26964,1.8,512427,445616,81399,9.9,83.2,45007,-
"독일","1998",2239.0,27289,2.0,543397,471418,81403,9.8,84.0,44046,-
"독일","1999",2194.2,26726,1.9,542890,473557,81390,8.9,84.5,42062,-
"독일","2000",1943.1,23636,2.9,550236,495463,81401,7.9,85.7,46376,30.2
"독일","2001",1944.1,23608,1.7,571479,486073,81454,7.8,87.4,44803,31.7
"독일","2002",2068.6,25078,-0.2,616014,490486,81535,8.5,88.6,45015,48.8
"독일","2003",2496.1,30244,-0.7,751792,604715,81614,9.8,89.6,44809,55.9
"독일","2004",2809.2,34044,1.2,909456,715863,81646,10.7,91.0,46374,64.7
"독일","2005",2845.8,34507,0.7,969983,775620,81603,11.2,92.5,44524,68.7
"독일","2006",2992.2,36323,3.8,1108901,907453,81472,10.3,93.9,47224,72.2
"독일","2007",3421.2,41587,3.0,1322195,1055854,81278,8.7,96.1,48550,75.2
"독일","2008",3730.0,45427,1.0,1449275,1185764,81066,7.5,98.6,45833,78.0
"독일","2009",3397.8,41486,-5.7,1120615,925805,80900,7.7,98.9,32670,79.0
"독일","2010",3396.4,41532,4.2,1258391,1054196,80827,7.0,100.0,43830,82.0
"독일","2011",3744.4,46645,3.9,1474040,1255007,80856,5.8,102.1,44284,81.3
"독일","2012",3527.3,43858,0.4,1401668,1155552,80973,5.4,104.1,42661,82.3
"독일","2013",3732.7,46286,0.4,1444913,1181116,81174,5.2,105.7,42645,84.2
"독일","2014",3883.9,47960,2.2,1494234,1207209,81450,5.0,106.7,42943,86.2
"독일","2015",3356.2,41087,1.5,1326206,1051132,81787,4.6,107.2,42676,87.6
"독일","2016",3467.5,42108,2.2,1334343,1055316,82194,4.1,107.7,42080,84.2
"독일","2017",3673.5,44443,2.6,1448178,1162898,82658,3.8,109.4,43297,84.4
"독일","2018",3961.8,47787,1.3,1560537,1284352,83124,3.4,111.2,42435,87.0
"독일","2019",3861.1,46468,0.6,1489430,1233994,83517,3.1,112.9,39667,88.1
"독일","2020",3806.1,45724,-4.9,1380378,1170726,83784,3.8,113.4,-,89.8
"독일","2021",-,-,-,-,-,83900,-,-,-,-
"그리스","1990",97.9,9600,0.0,8105,19777,10226,7.0,29.8,-,-
"그리스","1991",105.1,10188,3.1,8666,21580,10315,7.7,35.6,-,-
"그리스","1992",116.2,11176,0.7,9509,23220,10420,7.8,41.3,-,-
"그리스","1993",108.8,10402,-1.6,8435,22011,10534,8.6,47.2,-,-
