"국가별","시점",국내총생산(GDP)(당해년 가격) (10억US$),1인당 GDP(당해년 가격) (달러),GDP 성장률 (%),수출 (100만달러),수입 (100만달러),장래인구 (1000명),실업률 (%),소비자물가지수 (2010=100),조강생산량 (1000M/T),인터넷 이용률 (%)
"그리스","1994",116.6,11091,2.0,-,-,10645,8.9,52.3,-,-
"그리스","1995",136.9,12959,2.1,11025,25931,10746,9.1,57.0,939,-
"그리스","1996",145.9,13749,2.9,11923,28559,10832,9.7,61.7,848,-
"그리스","1997",143.2,13428,4.5,5373,23644,10906,9.6,65.1,1016,-
"그리스","1998",144.4,13472,3.9,5566,23247,10970,10.8,68.2,1109,-
"그리스","1999",142.5,13245,3.1,10475,28013,11028,11.9,70.0,951,-
"그리스","2000",130.1,12043,3.9,190229,179199,11082,11.3,72.2,1088,9.1
"그리스","2001",136.2,12538,4.1,88068,95299,11134,10.5,74.6,1281,10.9
"그리스","2002",153.8,14110,3.9,10332,31316,11182,10.0,77.3,1835,14.7
"그리스","2003",201.9,18478,5.8,13476,44228,11219,9.4,80.1,1701,17.8
"그리스","2004",240.5,21955,5.1,16642,56125,11235,10.3,82.4,1967,21.4
"그리스","2005",247.8,22552,0.6,18436,57728,11225,10.0,85.3,2266,24.0
"그리스","2006",273.3,24801,5.7,21532,67297,11185,9.0,88.0,2416,32.3
"그리스","2007",318.5,28827,3.3,26552,84851,11120,8.4,90.6,2554,35.9
"그리스","2008",354.5,31997,-0.3,31281,96615,11040,7.8,94.4,2477,38.2
"그리스","2009",330.0,29711,-4.3,25148,74069,10959,9.6,95.5,2000,42.4
"그리스","2010",296.8,26691,-5.5,28017,65906,10888,12.7,100.0,1821,44.4
"그리스","2011",282.6,25451,-10.1,33780,66705,10829,17.9,103.3,1934,51.6
"그리스","2012",242.1,21915,-7.1,35324,61686,10781,24.4,104.9,1247,55.1
"그리스","2013",238.5,21749,-2.7,36140,60859,10741,27.5,103.9,1030,59.9
"그리스","2014",235.3,21602,0.7,35961,61984,10701,26.5,102.6,1022,63.2
"그리스","2015",195.3,18050,-0.4,28554,46786,10660,24.9,100.8,910,66.8
"그리스","2016",192.7,17885,-0.5,28151,46810,10615,23.5,99.9,1158,69.1
"그리스","2017",199.6,18562,1.3,32629,53496,10569,21.5,101.1,1359,69.9
"그리스","2018",212.1,19766,1.6,39501,63877,10522,19.3,101.7,1467,72.2
"그리스","2019",205.3,19151,1.9,37911,62520,10473,17.3,101.9,1350,75.7
"그리스","2020",189.4,17676,-8.2,35170,55695,10423,16.3,100.7,-,78.1
"그리스","2021",-,-,-,-,-,10371,-,-,-,-
"헝가리","1990",-,-,-,9598,8671,10377,1.7,9.2,-,-
"헝가리","1991",34.8,3350,-,10199,11417,10363,8.5,12.4,-,-
"헝가리","1992",38.7,3735,-3.1,10664,11107,10359,9.9,15.4,-,-
"헝가리","1993",40.1,3874,-0.6,8886,12468,10359,12.1,18.8,-,-
"헝가리","1994",43.2,4173,2.9,10435,14267,10358,10.9,22.4,-,-
"헝가리","1995",46.4,4495,1.5,12802,15377,10349,10.2,28.7,1861,-
"헝가리","1996",46.7,4525,0.1,15630,18058,10332,10.0,35.5,1872,-
"헝가리","1997",47.3,4596,3.1,18990,21115,10308,9.0,42.0,1690,-
"헝가리","1998",48.7,4744,3.9,22991,25678,10280,8.9,47.9,1816,-
"헝가리","1999",49.1,4793,3.1,24950,27923,10249,6.9,52.7,1813,-
"헝가리","2000",47.2,4624,4.5,28006,31958,10221,6.6,57.9,1871,7.0
"헝가리","2001",53.7,5276,4.1,30533,33728,10193,5.7,63.2,1956,14.5
"헝가리","2002",67.6,6655,4.7,34508,37787,10167,5.6,66.5,2053,16.7
"헝가리","2003",85.3,8421,4.1,43060,47750,10141,5.8,69.6,1989,21.6
"헝가리","2004",104.0,10286,4.8,54893,59633,10114,5.8,74.3,1952,27.7
"헝가리","2005",113.0,11201,4.2,61767,65293,10086,7.2,76.9,1958,39.0
"헝가리","2006",115.6,11476,4.0,73500,75960,10056,7.5,79.9,2084,47.1
"헝가리","2007",140.0,13919,0.2,93980,94390,10024,7.4,86.3,2227,53.3
"헝가리","2008",158.1,15753,1.1,108212,108689,9992,7.8,91.5,2097,61.0
"헝가리","2009",130.8,13046,-6.7,82658,77367,9959,10.0,95.4,1403,62.0
"헝가리","2010",131.9,13192,1.1,94768,87452,9927,11.2,100.0,1678,65.0
"헝가리","2011",141.8,14216,1.9,111297,101423,9896,11.0,103.9,1746,68.0
"헝가리","2012",128.5,12951,-1.4,102879,94325,9864,11.0,109.8,1542,70.6
"헝가리","2013",135.4,13688,1.9,107858,99124,9834,10.2,111.7,883,72.6
"헝가리","2014",140.8,14267,4.2,112204,103863,9805,7.7,111.5,1152,75.7
"헝가리","2015",125.1,12707,3.8,100287,90751,9778,6.8,111.4,1675,72.8
"헝가리","2016",128.5,13091,2.1,102981,92181,9753,5.1,111.8,1274,79.3
"헝가리","2017",143.0,14606,4.3,113675,104581,9730,4.2,114.5,1901,76.8
"헝가리","2018",160.4,16411,5.4,123815,117217,9708,3.7,117.7,1989,76.1
"헝가리","2019",163.5,16733,4.6,122059,116516,9685,3.4,121.6,1769,80.4
"헝가리","2020",155.0,15899,-5.0,119412,110442,9660,4.3,125.7,-,84.8
"헝가리","2021",-,-,-,-,-,9634,-,-,-,-
"아이슬란드","1990",6.5,25385,-,1592,1680,255,-,40.0,-,-
"아이슬란드","1991",6.9,26803,-,1550,1760,258,2.6,42.7,-,-
"아이슬란드","1992",7.1,27124,-,1528,1684,260,4.3,44.4,-,-
"아이슬란드","1993",6.2,23580,-,1399,1349,263,5.3,46.2,-,-
"아이슬란드","1994",6.4,24019,-,1623,1472,265,5.3,46.9,-,-
"아이슬란드","1995",7.1,26634,-,1804,1759,268,5.2,47.6,-,-
"아이슬란드","1996",7.4,27615,4.6,1890,2044,270,3.6,48.7,-,-
"아이슬란드","1997",7.6,27919,5.8,1852,2020,273,3.7,49.6,-,-
"아이슬란드","1998",8.5,31030,7.4,1927,2482,275,3.1,50.4,-,-
"아이슬란드","1999",9.0,32382,4.0,2002,2517,278,2.2,52.1,-,-
"아이슬란드","2000",9.0,32096,5.0,1896,2575,280,1.9,54.7,-,44.5
"아이슬란드","2001",8.2,28897,4.0,2013,2274,283,1.9,58.2,-,49.4
"아이슬란드","2002",9.3,32409,0.6,2231,2276,285,3.0,61.3,-,79.1
"아이슬란드","2003",11.4,39477,2.1,2381,2828,288,4.0,62.5,-,83.1
"아이슬란드","2004",13.8,47335,7.8,2889,3715,291,4.0,64.5,-,83.9
"아이슬란드","2005",16.9,56795,6.1,3092,4989,295,2.6,67.1,-,87.0
"아이슬란드","2006",17.5,57493,6.3,3465,6160,300,2.8,71.6,-,89.5
"아이슬란드","2007",21.7,69496,8.5,4243,6376,305,2.3,75.2,-,90.6
"아이슬란드","2008",18.1,56943,2.2,5376,6107,311,3.0,84.7,-,91.0
"아이슬란드","2009",13.2,41301,-7.7,4056,3603,316,7.2,94.9,-,93.0
"아이슬란드","2010",13.8,43237,-2.8,4606,3919,320,7.6,100.0,-,93.4
"아이슬란드","2011",15.2,47715,1.8,5344,4837,323,7.0,104.0,-,94.8
"아이슬란드","2012",14.8,45996,1.1,5063,4771,326,6.0,109.4,-,96.2
"아이슬란드","2013",16.1,49805,4.6,5001,5020,327,5.4,113.6,-,96.5
"아이슬란드","2014",17.9,54577,1.7,5091,5379,329,4.9,116.0,-,98.2
"아이슬란드","2015",17.5,52952,4.4,4768,5310,330,4.0,117.8,-,98.2
"아이슬란드","2016",20.8,61988,6.3,4490,5696,332,3.0,119.8,-,98.2
"아이슬란드","2017",24.7,72010,4.2,4904,6972,334,2.7,122.0,-,98.3
"아이슬란드","2018",26.2,74348,4.7,5612,7688,337,2.7,125.2,-,99.0
"아이슬란드","2019",24.8,68883,2.6,5238,6616,339,3.5,129.0,-,99.0
"아이슬란드","2020",21.7,59261,-6.6,4594,5707,341,5.5,132.7,-,-
"아이슬란드","2021",-,-,-,-,-,343,-,-,-,-
"아일랜드","1990",49.3,14034,8.5,23743,20669,3511,14.1,61.0,-,-
"아일랜드","1991",49.8,14089,1.9,24224,20771,3518,15.8,62.9,-,-
"아일랜드","1992",55.9,15717,3.3,28331,22477,3530,15.0,64.8,-,-
"아일랜드","1993",52.4,14659,2.7,28611,21386,3547,15.6,65.8,-,-
"아일랜드","1994",57.1,15905,5.8,34370,25508,3568,14.6,67.3,-,-
"아일랜드","1995",69.2,19161,9.6,44250,32638,3592,12.0,69.0,-,-
"아일랜드","1996",75.8,20835,7.4,48671,35871,3620,11.7,70.2,-,-
"아일랜드","1997",82.8,22541,11.0,53340,39349,3651,10.2,71.3,-,-
"아일랜드","1998",90.1,24274,8.7,64230,44634,3688,7.7,73.0,358,-
"아일랜드","1999",98.7,26295,10.5,71222,47196,3731,5.8,74.2,335,-
"아일랜드","2000",99.9,26246,9.4,77038,50893,3783,4.3,78.4,360,17.9
"아일랜드","2001",109.2,28240,5.3,82806,50594,3842,3.7,82.2,150,23.1
"아일랜드","2002",127.9,32540,5.9,87923,52082,3908,4.2,86.0,-,25.9
"아일랜드","2003",164.3,41101,3.0,92830,53865,3980,4.5,89.0,-,34.3
"아일랜드","2004",193.9,47645,6.8,104748,61851,4058,4.5,90.9,-,37.0
"아일랜드","2005",211.7,50891,5.7,109617,68531,4141,4.3,93.1,-,41.6
"아일랜드","2006",232.0,54283,5.0,108771,73143,4231,4.4,96.8,-,54.8
"아일랜드","2007",269.8,61337,5.3,121502,83906,4325,5.0,101.5,-,61.2
"아일랜드","2008",274.8,61213,-4.4,125635,84131,4416,6.8,105.7,-,65.3
"아일랜드","2009",235.9,52009,-5.1,115571,62494,4495,12.6,100.9,-,67.4
"아일랜드","2010",222.1,48698,1.8,117565,63253,4554,14.5,100.0,-,69.9
"아일랜드","2011",237.6,51887,0.6,127476,73013,4591,15.4,102.6,-,74.9
"아일랜드","2012",225.0,48915,0.1,118794,70576,4608,15.5,104.3,-,76.9
"아일랜드","2013",238.5,51577,1.2,116731,73445,4615,13.7,104.8,-,78.2
"아일랜드","2014",258.9,55587,8.6,121059,82017,4627,11.9,105.0,-,83.5
"아일랜드","2015",291.5,62000,25.2,123361,76977,4652,9.9,104.7,-,83.5
"아일랜드","2016",299.6,62994,2.0,130863,81185,4696,8.4,104.7,-,83.5
"아일랜드","2017",338.5,70413,9.1,137358,93197,4753,6.7,105.1,-,84.1
"아일랜드","2018",386.0,79298,8.5,164794,107669,4819,5.7,105.6,-,87.0
"아일랜드","2019",398.6,80779,5.6,169585,100758,4882,5.0,106.6,-,87.0
"아일랜드","2020",418.6,83813,3.4,178734,97969,4938,5.6,106.2,-,92.0
"아일랜드","2021",-,-,-,-,-,4983,-,-,-,-
"이탈리아","1990",1181.2,20826,2.0,170486,181968,57048,9.8,55.8,-,-
"이탈리아","1991",1246.2,21957,1.5,169473,182682,57088,10.1,59.3,-,-
"이탈리아","1992",1320.2,23243,0.8,178156,188519,57145,9.3,62.5,-,-
"이탈리아","1993",1065.0,18739,-0.9,169153,148273,57198,10.2,65.3,-,-
"이탈리아","1994",1099.2,19338,2.2,191421,169172,57214,11.1,68.0,-,-
"이탈리아","1995",1174.7,20665,2.9,233998,206040,57174,11.7,71.6,27766,-
"이탈리아","1996",1312.4,23082,1.3,252039,208092,57065,11.9,74.4,23910,-
"이탈리아","1997",1241.9,21829,1.8,240404,210268,56904,12.0,75.9,25842,-
"이탈리아","1998",1270.1,22318,1.8,245700,218445,56743,12.1,77.4,25714,-
"이탈리아","1999",1252.0,21998,1.6,235079,220201,56656,11.7,78.7,24878,-
"이탈리아","2000",1143.8,20088,3.8,240262,239024,56692,10.8,80.7,26759,23.1
"이탈리아","2001",1167.0,20483,2.0,244345,235712,56875,9.6,83.0,26545,27.2
"이탈리아","2002",1270.7,22270,0.3,254611,246459,57183,9.2,85.0,26066,28.0
"이탈리아","2003",1574.1,27466,0.1,297046,295006,57565,8.9,87.3,27058,29.0
"이탈리아","2004",1803.2,31260,1.4,354255,355876,57948,7.9,89.2,28604,33.2
"이탈리아","2005",1857.5,32043,0.8,373635,385286,58281,7.7,91.0,29350,35.0
"이탈리아","2006",1947.9,33502,1.8,420342,446115,58543,6.8,92.9,31624,38.0
"이탈리아","2007",2210.3,37823,1.5,499946,512772,58748,6.1,94.6,31553,40.8
"이탈리아","2008",2398.9,40778,-1.0,542113,561127,58922,6.7,97.7,30590,44.5
"이탈리아","2009",2191.2,37080,-5.3,405070,413905,59106,7.8,98.5,19848,48.8
"이탈리아","2010",2134.0,36001,1.7,443973,485063,59325,8.4,100.0,25750,53.7
"이탈리아","2011",2292.0,38599,0.7,525077,561063,59589,8.4,102.8,28735,54.4
"이탈리아","2012",2087.1,35054,-3.0,502407,490647,59879,10.7,105.9,27252,55.8
"이탈리아","2013",2141.3,35550,-1.8,520551,480928,60167,12.2,107.2,24093,58.5
"이탈리아","2014",2159.1,35518,-0.0,530320,474252,60410,12.7,107.5,23714,55.6
"이탈리아","2015",1835.9,30230,0.8,456084,410091,60578,11.9,107.5,21958,58.1
"이탈리아","2016",1875.8,30940,1.3,462388,408241,60663,11.7,107.4,23312,61.3
"이탈리아","2017",1957.0,32327,1.7,511753,457388,60674,11.2,108.7,24007,63.1
"이탈리아","2018",2091.1,34609,0.9,550269,503929,60627,10.6,110.0,24496,74.4
"이탈리아","2019",2004.9,33567,0.3,539708,475979,60550,10.0,110.6,23190,76.1
"이탈리아","2020",1886.4,31676,-8.9,495092,421828,60462,9.2,110.5,-,-
"이탈리아","2021",-,-,-,-,-,60367,-,-,-,-
"라트비아","1990",-,-,-,-,-,2664,-,-,-,-
"라트비아","1991",-,-,-,-,-,2649,-,1.1,-,-
"라트비아","1992",-,-,-,546,-,2620,-,11.9,-,-
"라트비아","1993",-,-,-,963,-,2583,-,24.8,-,-
"라트비아","1994",-,-,-,962,-,2544,-,33.8,-,-
"라트비아","1995",5.8,2328,-,1283,1810,2508,-,42.2,279,-
"라트비아","1996",6.0,2429,2.6,1424,2311,2479,20.9,49.6,293,-
"라트비아","1997",6.5,2681,8.9,1664,2718,2453,14.9,53.8,-,-
"라트비아","1998",7.2,2971,6.3,1801,3189,2431,14.5,56.3,472,-
"라트비아","1999",7.5,3148,2.7,1723,2945,2408,13.8,57.6,482,-
"라트비아","2000",7.9,3358,5.7,1865,3183,2384,14.2,59.2,498,6.3
"라트비아","2001",8.4,3573,6.3,2001,3504,2359,13.8,60.6,515,7.2
"라트비아","2002",9.5,4132,7.1,2284,4053,2333,13.8,61.8,520,21.9
"라트비아","2003",11.7,5135,8.4,2893,5242,2306,12.1,63.6,520,27.0
"라트비아","2004",14.4,6364,8.5,3982,7048,2279,11.7,67.6,662,38.6
"라트비아","2005",17.0,7575,10.7,5108,8592,2252,10.0,72.1,688,46.0
"라트비아","2006",21.5,9700,12.0,5893,11431,2225,7.0,76.9,690,53.6
"라트비아","2007",31.0,14091,10.0,7892,15182,2198,6.1,84.6,696,59.2
"라트비아","2008",35.8,16422,-3.3,9278,15775,2171,7.7,97.6,635,63.4
"라트비아","2009",26.3,12288,-14.3,7174,9346,2145,17.5,101.1,692,66.8
"라트비아","2010",23.9,11380,-4.4,8851,11143,2119,19.5,100.0,655,68.4
"라트비아","2011",28.4,13776,6.5,11995,15441,2094,16.2,104.4,568,69.7
"라트비아","2012",28.3,13923,4.3,12683,16078,2069,15.1,106.7,805,73.1
"라트비아","2013",30.4,15123,2.3,13317,16781,2045,11.9,106.7,198,75.2
"라트비아","2014",31.3,15714,1.1,13777,17129,2021,10.9,107.4,-,75.8
"라트비아","2015",27.2,13775,4.0,11649,14093,1998,9.9,107.5,-,79.2
"라트비아","2016",28.1,14316,2.4,11607,13737,1974,9.6,107.7,-,79.8
"라트비아","2017",30.4,15643,3.3,13190,16056,1951,8.7,110.9,-,80.1
"라트비아","2018",34.4,17850,4.0,15070,18616,1928,7.4,113.7,-,83.6
"라트비아","2019",34.1,17794,2.0,14510,17809,1907,6.3,116.9,-,86.1
"라트비아","2020",33.5,17620,-3.6,15101,17264,1886,8.1,117.1,-,88.9
"라트비아","2021",-,-,-,-,-,1867,-,-,-,-
"리투아니아","1990",-,-,-,-,-,3696,-,-,-,-
"리투아니아","1991",-,-,-,-,-,3697,-,0.4,-,-
"리투아니아","1992",-,-,-,-,-,3688,-,4.2,-,-
"리투아니아","1993",-,-,-,-,-,3671,-,21.3,-,-
"리투아니아","1994",-,-,-,2029,2353,3649,17.3,36.7,-,-
"리투아니아","1995",7.9,2168,-,2705,3649,3627,17.5,51.3,-,-
"리투아니아","1996",8.4,2327,5.2,3335,4468,3604,16.4,63.9,-,-
"리투아니아","1997",10.1,2830,8.3,3860,5644,3580,14.1,69.6,-,-
"리투아니아","1998",11.2,3167,7.5,3688,5765,3555,13.7,73.1,-,-
"리투아니아","1999",11.0,3113,-1.1,3036,4874,3529,13.4,73.7,-,-
"리투아니아","2000",11.5,3293,3.7,3548,5219,3502,15.9,74.4,-,6.4
"리투아니아","2001",12.2,3526,6.5,4279,6060,3474,16.8,75.4,-,7.2
"리투아니아","2002",14.3,4142,6.8,5232,7526,3445,13.0,75.6,-,17.7
"리투아니아","2003",18.8,5499,10.6,6970,9669,3414,12.9,74.8,-,25.9
"리투아니아","2004",22.6,6700,6.6,9307,12386,3381,10.7,75.6,-,31.2
"리투아니아","2005",26.1,7855,7.7,11782,15511,3344,8.3,77.7,-,36.2
"리투아니아","2006",30.2,9231,7.4,14153,19413,3303,5.8,80.6,-,43.9
"리투아니아","2007",39.7,12285,11.1,17163,24445,3259,4.3,85.2,-,49.9
"리투아니아","2008",47.8,14945,2.6,23770,31294,3213,5.8,94.5,-,55.2
"리투아니아","2009",37.4,11821,-14.8,16497,18341,3167,13.8,98.7,-,59.8
"리투아니아","2010",37.1,11988,1.7,20726,23385,3124,17.8,100.0,-,62.1
"리투아니아","2011",43.5,14377,6.0,28078,31810,3083,15.4,104.1,-,63.6
"리투아니아","2012",42.9,14368,3.8,29625,31988,3046,13.4,107.3,-,67.2
"리투아니아","2013",46.5,15730,3.6,32604,34814,3009,11.8,108.5,-,68.5
"리투아니아","2014",48.5,16551,3.5,32346,34389,2971,10.7,108.6,-,72.1
"리투아니아","2015",41.4,14258,2.0,25392,28154,2932,9.1,107.6,-,71.4
"리투아니아","2016",43.0,14998,2.5,25009,27333,2890,7.9,108.6,-,74.4
"리투아니아","2017",47.6,16844,4.3,29900,32258,2845,7.1,112.6,-,77.6
"리투아니아","2018",53.7,19167,3.9,33337,36502,2801,6.2,115.7,-,79.7
"리투아니아","2019",54.6,19555,4.3,33152,35760,2760,6.3,118.4,-,81.6
"리투아니아","2020",55.9,19998,-0.9,32768,33141,2722,8.5,119.8,-,83.1
"리투아니아","2021",-,-,-,-,-,2690,-,-,-,-
"룩셈부르크","1990",13.2,34645,5.3,6305,7596,382,1.6,64.7,-,-
"룩셈부르크","1991",14.3,37007,8.6,6271,8044,386,1.5,66.7,-,-
"룩셈부르크","1992",16.1,40966,1.8,6469,8221,391,2.0,68.8,-,-
"룩셈부르크","1993",16.5,41479,4.2,5892,7687,397,2.3,71.3,-,-
"룩셈부르크","1994",18.3,45482,3.8,6548,8417,402,3.5,72.8,-,-
"룩셈부르크","1995",21.6,52831,1.4,7815,9938,408,2.9,74.2,2613,-
"룩셈부르크","1996",21.8,52572,1.4,7210,9515,414,3.3,75.1,2502,-
"룩셈부르크","1997",19.7,47042,5.7,6971,9323,420,2.5,76.1,2580,-
"룩셈부르크","1998",20.2,47584,6.0,7919,10165,426,2.8,76.8,2477,-
"룩셈부르크","1999",22.2,51654,8.5,7769,10963,431,2.4,77.6,2600,-
"룩셈부르크","2000",21.3,48736,8.2,7833,10707,436,2.4,80.1,2571,22.9
"룩셈부르크","2001",21.3,48179,2.5,8202,11255,440,1.8,82.2,2725,36.2
"룩셈부르크","2002",23.6,52931,3.8,8503,11610,444,2.6,83.9,2719,39.8
"룩셈부르크","2003",29.6,65446,1.6,9981,13695,447,3.7,85.6,2675,54.6
"룩셈부르크","2004",34.7,75716,3.6,12168,17011,452,5.1,87.5,2684,65.9
"룩셈부르크","2005",37.3,80290,3.2,19068,22506,458,4.5,89.7,2194,70.0
"룩셈부르크","2006",42.4,89740,5.2,22985,27115,466,4.7,92.1,2802,72.5
"룩셈부르크","2007",50.9,106018,8.4,22949,28047,475,4.1,94.2,2858,78.9
"룩셈부르크","2008",55.8,114294,-1.3,25691,32169,485,5.1,97.4,2582,82.2
"룩셈부르크","2009",51.4,103199,-4.4,21321,25282,497,5.1,97.8,2141,87.3
"룩셈부르크","2010",53.2,104965,4.9,18831,24793,508,4.4,100.0,2548,90.6
"룩셈부르크","2011",60.0,115762,2.5,20849,28855,519,4.9,103.4,2521,90.0
"룩셈부르크","2012",56.7,106749,-0.4,18878,27325,531,5.1,106.2,2208,91.9
"룩셈부르크","2013",61.7,113625,3.7,18442,26672,543,5.9,108.0,2090,93.8
"룩셈부르크","2014",66.1,118824,4.3,15148,24063,555,5.9,108.7,2193,94.7
"룩셈부르크","2015",57.7,101376,4.3,12948,19571,567,6.7,109.2,2127,96.4
"룩셈부르크","2016",60.7,104278,4.6,13179,19517,579,6.3,109.5,2175,98.1
"룩셈부르크","2017",64.0,107361,1.8,14285,21422,592,5.5,111.4,2172,97.4
"룩셈부르크","2018",70.9,116597,3.1,15701,23546,604,5.6,113.1,2228,97.1
"룩셈부르크","2019",71.1,114685,2.3,14831,22960,616,5.6,115.1,2119,97.1
"룩셈부르크","2020",73.3,115874,-1.3,13646,20930,626,6.8,116.0,-,98.8
"룩셈부르크","2021",-,-,-,-,-,635,-,-,-,-
"네덜란드","1990",318.3,21291,4.2,131775,126098,14965,7.7,64.4,-,-
"네덜란드","1991",327.5,21732,2.4,133631,125873,15065,7.3,66.5,-,-
"네덜란드","1992",363.0,23904,1.7,140335,134650,15166,5.6,68.6,-,-
"네덜란드","1993",353.6,23122,1.3,139127,124739,15268,6.3,70.4,-,-
"네덜란드","1994",379.1,24646,3.0,155554,139795,15369,7.2,72.3,-,-
"네덜란드","1995",452.3,29258,3.1,196276,176874,15468,7.2,73.7,6409,-
"네덜란드","1996",450.5,29007,3.5,197417,180639,15563,6.4,75.3,6326,-
"네덜란드","1997",416.8,26701,4.3,194905,178130,15655,5.5,76.9,6641,-
"네덜란드","1998",438.0,27886,4.7,201374,187747,15746,4.4,78.4,6377,-
"네덜란드","1999",446.9,28263,5.0,200785,190285,15836,3.6,80.1,6075,-
"네덜란드","2000",416.4,26149,4.2,213424,198926,15926,2.7,81.9,5666,44.0
"네덜란드","2001",431.2,26873,2.3,216183,195571,16018,2.1,85.4,6037,49.4
"네덜란드","2002",471.6,29204,0.2,219976,194234,16110,2.6,88.2,6117,61.3
"네덜란드","2003",578.8,35672,0.2,264860,234023,16201,3.6,90.0,6571,64.4
"네덜란드","2004",657.2,40362,2.0,318075,284027,16287,4.7,91.1,6848,68.5
"네덜란드","2005",685.1,41979,2.1,349600,310382,16367,5.9,92.7,6919,81.0
"네덜란드","2006",733.3,44863,3.5,400670,358515,16440,5.0,93.7,6372,83.7
"네덜란드","2007",847.5,51733,3.8,472662,421094,16507,4.2,95.2,7368,85.8
"네덜란드","2008",948.0,57644,2.2,545562,494752,16568,3.7,97.6,6853,87.4
"네덜란드","2009",868.1,52514,-3.7,431839,382407,16626,4.4,98.7,5194,89.6
"네덜란드","2010",846.6,50950,1.3,492703,439992,16683,5.0,100.0,6651,90.7
"네덜란드","2011",904.1,54159,1.6,569638,507870,16738,5.0,102.3,6937,91.4
"네덜란드","2012",839.0,50073,-1.0,552581,500654,16792,5.8,104.9,6879,92.9
"네덜란드","2013",876.9,52184,-0.1,575168,513101,16844,7.2,107.5,6713,94.0
"네덜란드","2014",891.0,52830,1.4,575720,508207,16893,7.4,108.5,6964,91.7
"네덜란드","2015",765.3,45175,2.0,464700,412694,16938,6.9,109.2,6995,91.7
"네덜란드","2016",783.5,46008,2.2,468172,408049,16981,6.0,109.5,6917,90.4
"네덜란드","2017",831.8,48555,2.9,527910,461906,17021,4.8,111.0,6781,93.2
"네덜란드","2018",913.6,53019,2.4,587895,521037,17060,3.8,112.9,6813,91.9
"네덜란드","2019",907.1,52295,1.7,576786,514851,17097,3.4,115.9,6657,93.3
"네덜란드","2020",912.2,52304,-3.7,551303,484785,17135,3.8,117.4,-,91.3
"네덜란드","2021",-,-,-,-,-,17173,-,-,-,-
"노르웨이","1990",119.8,28243,1.9,34047,27231,4247,5.3,65.0,-,-
"노르웨이","1991",121.9,28597,3.1,34107,25572,4269,5.4,67.2,-,-
"노르웨이","1992",130.8,30524,3.6,35145,26072,4293,5.9,68.8,-,-
"노르웨이","1993",120.6,27964,2.8,31978,24081,4317,6.0,70.4,-,-
"노르웨이","1994",127.1,29316,5.1,34785,27432,4342,5.4,71.4,-,-
"노르웨이","1995",152.0,34876,4.2,41992,32968,4367,6.3,73.1,-,-
"노르웨이","1996",163.5,37322,5.0,49645,35615,4393,5.0,74.0,-,-
"노르웨이","1997",161.4,36629,5.3,48542,35709,4420,4.7,75.9,585,-
"노르웨이","1998",154.2,34788,2.6,40399,37473,4447,3.7,77.6,637,-
"노르웨이","1999",162.3,36371,2.0,45455,34166,4474,3.3,79.5,610,-
"노르웨이","2000",171.2,38131,3.2,60058,34391,4499,3.5,81.9,679,52.0
"노르웨이","2001",174.0,38543,2.1,59216,32953,4523,3.7,84.4,640,64.0
"노르웨이","2002",195.5,43084,1.4,59663,34873,4546,4.0,85.5,698,72.8
"노르웨이","2003",228.9,50135,0.9,68321,40055,4570,4.2,87.6,703,78.1
"노르웨이","2004",264.5,57604,4.0,82527,48534,4598,4.3,88.0,725,77.7
"노르웨이","2005",308.9,66810,2.6,103751,55481,4632,4.4,89.3,705,82.0
"노르웨이","2006",345.6,74148,2.4,122122,64278,4673,3.4,91.4,684,82.6
"노르웨이","2007",400.9,85140,3.0,136371,80378,4719,2.5,92.1,708,86.9
"노르웨이","2008",462.3,96944,0.5,171764,90293,4771,2.6,95.5,560,90.6
"노르웨이","2009",386.2,79978,-1.7,116778,68970,4827,3.1,97.6,595,92.1
"노르웨이","2010",428.8,87694,0.7,130669,77326,4886,3.5,100.0,530,93.4
"노르웨이","2011",498.3,100601,1.0,160305,90787,4948,3.2,101.3,610,93.5
"노르웨이","2012",509.5,101524,2.7,160953,87308,5014,3.1,102.0,700,94.6
"노르웨이","2013",522.8,102913,1.0,156022,89808,5079,3.4,104.2,605,95.1
"노르웨이","2014",498.4,97019,2.0,144677,89460,5142,3.5,106.3,600,96.3
"노르웨이","2015",385.8,74356,2.0,103809,76388,5200,4.3,108.6,590,96.8
"노르웨이","2016",368.8,70461,1.1,89507,75002,5251,4.7,112.4,620,97.3
"노르웨이","2017",398.4,75497,2.3,104448,82876,5296,4.2,114.6,603,96.4
"노르웨이","2018",437.0,82268,1.1,123036,87431,5338,3.8,117.7,575,96.5
"노르웨이","2019",405.5,75826,0.9,104004,86152,5379,3.7,120.3,621,98.0
"노르웨이","2020",362.0,67294,-0.8,82743,81352,5421,4.4,121.8,-,97.0
"노르웨이","2021",-,-,-,-,-,5466,-,-,-,-
"폴란드","1990",66.0,1731,-,13626,8413,37960,-,7.0,-,-
"폴란드","1991",85.5,2236,-7.0,14780,15683,38083,-,12.3,-,-
"폴란드","1992",94.3,2459,2.5,13173,15935,38198,13.7,18.0,-,-
"폴란드","1993",96.0,2497,3.7,14132,18726,38301,14.4,24.7,-,-
"폴란드","1994",110.8,2875,5.3,17213,21496,38389,14.8,32.9,-,-
"폴란드","1995",142.3,3687,7.1,22890,29064,38459,13.7,42.0,11890,-
"폴란드","1996",160.2,4147,6.1,24389,37045,38510,12.7,50.4,10432,-
